MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		external side of plasma membrane	is a part of B cell		IDA		J:7488 J:19437 J:91914 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		external side of plasma membrane	is a part of bone marrow		IDA		J:97945 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		external side of plasma membrane	is a part of bone marrow,is a part of B cell		IDA		J:29796 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		external side of plasma membrane	is a part of blood,is a part of blood cell		IDA		J:63425 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		external side of plasma membrane	is a part of lymphocyte		IDA		J:33466 J:125784 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		external side of plasma membrane	is a part of leukocyte		IDA		J:163829 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		external side of plasma membrane			ISO	P08575 	J:145327 	
MGI:109432	Raet1b	retinoic acid early transcript beta	10		anchored component of external side of plasma membrane	is a part of T cell		IDA		J:82077 	
MGI:109432	Raet1b	retinoic acid early transcript beta	10		external side of plasma membrane			IDA		J:165941 	
MGI:109431	Raet1c	retinoic acid early transcript gamma	10		external side of plasma membrane			IDA		J:165941 	
MGI:1861032	Raet1d	retinoic acid early transcript delta	10		external side of plasma membrane			IDA		J:165941 	
MGI:2384902	Rnpep	arginyl aminopeptidase (aminopeptidase B)	1		external side of plasma membrane			ISO	RGD:621137 	J:155856 	
MGI:1921394	Robo4	roundabout guidance receptor 4	9		external side of plasma membrane			IDA		J:85367 	
MGI:104856	Rorc	RAR-related orphan receptor gamma	3		external side of plasma membrane			IDA		J:190936 	
MGI:2136886	Rtn4r	reticulon 4 receptor	16		anchored component of external side of plasma membrane			ISO	Q9BZR6 	J:164563 	
MGI:2661375	Rtn4rl1	reticulon 4 receptor-like 1	11		external side of plasma membrane			ISO	RGD:727812 	J:155856 	
MGI:2669796	Rtn4rl2	reticulon 4 receptor-like 2	2		external side of plasma membrane			ISO	RGD:727797 	J:155856 	
MGI:1096355	S1pr1	sphingosine-1-phosphate receptor 1	3		external side of plasma membrane	is a part of thymocyte		IMP	MGI:3818509 	J:141431 	
MGI:101782	Scnn1a	sodium channel, nonvoltage-gated 1 alpha	6		external side of plasma membrane			IDA		J:126754 	
MGI:104696	Scnn1b	sodium channel, nonvoltage-gated 1 beta	7		external side of plasma membrane			IDA		J:126754 	
MGI:104695	Scnn1g	sodium channel, nonvoltage-gated 1 gamma	7		external side of plasma membrane			IDA		J:126754 	
MGI:1890616	Scube1	signal peptide, CUB domain, EGF-like 1	15		external side of plasma membrane			ISO	Q8IWY4 	J:164563 	
MGI:1349162	Sdc1	syndecan 1	12		external side of plasma membrane			IDA		J:141184 	
MGI:98279	Sell	selectin, lymphocyte	1		external side of plasma membrane	is a part of CD4-positive, alpha-beta T cell		IDA		J:112602 	
MGI:98279	Sell	selectin, lymphocyte	1		external side of plasma membrane			IDA		J:86758 J:139262 	
MGI:98279	Sell	selectin, lymphocyte	1		external side of plasma membrane	is a part of CD4-positive, alpha-beta T cell|is a part of CD8-positive, alpha-beta T cell		IDA		J:93953 J:113553 	
MGI:98279	Sell	selectin, lymphocyte	1		external side of plasma membrane	is a part of spleen,is a part of T cell		IDA		J:118862 J:141392 	
MGI:98279	Sell	selectin, lymphocyte	1		external side of plasma membrane	is a part of myeloid lineage restricted progenitor cell		IDA		J:19636 	
MGI:98279	Sell	selectin, lymphocyte	1		external side of plasma membrane	is a part of T cell		IDA		J:39981 J:53400 J:102496 J:116306 	
MGI:98279	Sell	selectin, lymphocyte	1		external side of plasma membrane	is a part of thymocyte		IDA		J:141431 	
MGI:98280	Selp	selectin, platelet	1		external side of plasma membrane	is a part of peritoneal cavity|is a part of heart|is a part of lung|is a part of spleen|is a part of brain		IDA		J:140680 	
MGI:98280	Selp	selectin, platelet	1		external side of plasma membrane	happens in T cell		IDA		J:196136 	
MGI:98280	Selp	selectin, platelet	1		external side of plasma membrane	is a part of platelet		IDA		J:125139 	
MGI:98280	Selp	selectin, platelet	1		external side of plasma membrane	is a part of neutrophil		IDA		J:149909 	
MGI:98280	Selp	selectin, platelet	1		external side of plasma membrane			ISO	RGD:3656 	J:155856 	
MGI:98280	Selp	selectin, platelet	1		external side of plasma membrane			ISO	P16109 	J:164563 	
MGI:1306826	Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A	9		external side of plasma membrane			IDA		J:121431 	
MGI:107817	Serpina5	serine (or cysteine) peptidase inhibitor, clade A, member 5	12		external side of plasma membrane			ISO	P05154 	J:164563 	
MGI:101780	Serpine2	serine (or cysteine) peptidase inhibitor, clade E, member 2	1		extrinsic component of external side of plasma membrane			ISO	P07093 	J:164563 	
MGI:1932475	Siglece	sialic acid binding Ig-like lectin E	7		external side of plasma membrane	is a part of microglial cell		IDA		J:204167 	
MGI:1351314	Slamf1	signaling lymphocytic activation molecule family member 1	1		external side of plasma membrane			IDA		J:203580 J:224867 	
MGI:1351314	Slamf1	signaling lymphocytic activation molecule family member 1	1		external side of plasma membrane	is a part of stem cell		IDA		J:145577 	
MGI:1351314	Slamf1	signaling lymphocytic activation molecule family member 1	1		external side of plasma membrane	is a part of hematopoietic stem cell		IDA		J:163607 	
MGI:1922595	Slamf7	SLAM family member 7	1		external side of plasma membrane			IDA		J:151768 	
MGI:95758	Slc2a4	solute carrier family 2 (facilitated glucose transporter), member 4	11		external side of plasma membrane			ISO	P14672 	J:73065 	
MGI:1333778	Spa17	sperm autoantigenic protein 17	9		external side of plasma membrane	is a part of sperm		IDA		J:29014 	
MGI:109335	Spam1	sperm adhesion molecule 1	6		external side of plasma membrane			IDA		J:117970 	
MGI:98384	Spn	sialophorin	7		external side of plasma membrane	is a part of CD4-positive, alpha-beta T cell		IDA		J:90603 	
MGI:98384	Spn	sialophorin	7		external side of plasma membrane	is a part of B cell		IDA		J:27374 	
MGI:98384	Spn	sialophorin	7		external side of plasma membrane	is a part of lymphocyte		IDA		J:88251 	
MGI:98384	Spn	sialophorin	7		external side of plasma membrane	is a part of pro-B cell|is a part of precursor B cell		IDA		J:125136 	
MGI:98384	Spn	sialophorin	7		external side of plasma membrane			IDA		J:18035 J:26220 J:29272 J:98417 	
MGI:98384	Spn	sialophorin	7		external side of plasma membrane	is a part of bone marrow,is a part of B cell		IDA		J:29797 	
MGI:98384	Spn	sialophorin	7		external side of plasma membrane	is a part of blood,is a part of blood cell		IDA		J:63425 	
MGI:98384	Spn	sialophorin	7		external side of plasma membrane	is a part of T cell		IDA		J:88252 J:94032 J:94033 	
MGI:2178743	Stab2	stabilin 2	10		external side of plasma membrane			ISO	RGD:628822 	J:155856 	
MGI:2681247	Tas2r118	taste receptor, type 2, member 118	6		external side of plasma membrane			ISO	Q9NYV7 	J:164563 	
MGI:98553	Tcra	T cell receptor alpha chain	14		external side of plasma membrane	is a part of thymus,is a part of T cell|is a part of spleen,is a part of T cell		IDA		J:31364 	
MGI:98563	Tcra-V2	T cell receptor alpha, variable 2	14		external side of plasma membrane			IDA		J:129700 	
MGI:99743	Tcra-V3.1	T cell receptor alpha, variable 3.1	14		external side of plasma membrane	is a part of T cell		IDA		J:127083 	
MGI:98578	Tcrb	T cell receptor beta chain	6		external side of plasma membrane			IDA		J:60915 J:98417 J:140498 J:141145 J:172134 J:190936 	
MGI:98578	Tcrb	T cell receptor beta chain	6		external side of plasma membrane	is a part of T cell		IDA		J:41170 J:92679 J:113553 	
MGI:98578	Tcrb	T cell receptor beta chain	6		external side of plasma membrane	is a part of CD4-positive, alpha-beta T cell		IDA		J:118845 	
MGI:98578	Tcrb	T cell receptor beta chain	6		external side of plasma membrane	is a part of thymus,is a part of T cell|is a part of spleen,is a part of T cell		IDA		J:31364 	
MGI:98579	Tcrb-C	T cell receptor beta, constant region	6		external side of plasma membrane	is a part of intestine,is a part of T cell		IDA		J:36147 	
MGI:98611	Tcrd	T cell receptor delta chain	14		external side of plasma membrane	is a part of thymus,is a part of T cell|is a part of spleen,is a part of T cell		IDA		J:31364 	
MGI:98611	Tcrd	T cell receptor delta chain	14		external side of plasma membrane			IDA		J:155686 	
MGI:98623	Tcrg	T cell receptor gamma chain	13		external side of plasma membrane			IDA		J:155686 	
MGI:98623	Tcrg	T cell receptor gamma chain	13		external side of plasma membrane	is a part of thymus,is a part of T cell|is a part of spleen,is a part of T cell		IDA		J:31364 	
MGI:98623	Tcrg	T cell receptor gamma chain	13		external side of plasma membrane	is a part of T cell		IDA		J:92679 	
MGI:98633	Tcrg-V3	T cell receptor gamma, variable 3	13		external side of plasma membrane	is a part of thymus,is a part of T cell		IDA		J:29796 	
MGI:98635	Tcrg-V5	T cell receptor gamma, variable 5	13		external side of plasma membrane			IDA		J:207537 	
MGI:1354956	Tfr2	transferrin receptor 2	5		external side of plasma membrane			ISO	Q9UP52 	J:164563 	
MGI:98822	Tfrc	transferrin receptor	16		external side of plasma membrane			IDA		J:161968 J:163754 	
MGI:98822	Tfrc	transferrin receptor	16		external side of plasma membrane			ISO	P02786 	J:164563 	
MGI:98729	Tgfbr2	transforming growth factor, beta receptor II	9		external side of plasma membrane	is a part of CD4-positive, alpha-beta T cell|is a part of CD8-positive, alpha-beta T cell		IDA		J:113553 	
MGI:98729	Tgfbr2	transforming growth factor, beta receptor II	9		external side of plasma membrane			ISO	P37173 	J:164563 	
MGI:104637	Tgfbr3	transforming growth factor, beta receptor III	5		external side of plasma membrane			ISO	Q03167 	J:164563 	
MGI:98737	Thbs1	thrombospondin 1	2		external side of plasma membrane			ISO	P07996 	J:164563 	
MGI:98747	Thy1	thymus cell antigen 1, theta	9		anchored component of external side of plasma membrane	is a part of T cell		IDA		J:87358 	
MGI:98747	Thy1	thymus cell antigen 1, theta	9		anchored component of external side of plasma membrane			IDA		J:58593 	
MGI:98747	Thy1	thymus cell antigen 1, theta	9		external side of plasma membrane			IDA		J:19488 J:132871 J:140498 J:202604 	
MGI:1346060	Tlr2	toll-like receptor 2	3		external side of plasma membrane	is a part of macrophage		IDA		J:91804 	
MGI:96824	Tlr4	toll-like receptor 4	4		external side of plasma membrane			ISO	O00206 	J:164563 	
MGI:2176887	Tlr8	toll-like receptor 8	X		external side of plasma membrane			ISO	Q9NR97 	J:164563 	
MGI:2151016	Tmc1	transmembrane channel-like gene family 1	19		external side of plasma membrane			IDA		J:132871 	
MGI:1919179	Tmem123	transmembrane protein 123	9		external side of plasma membrane			ISO	Q8N131 	J:164563 	
MGI:104798	Tnf	tumor necrosis factor	17		external side of plasma membrane			IDA		J:103845 J:173331 	
MGI:104512	Tnfrsf4	tumor necrosis factor receptor superfamily, member 4	4		external side of plasma membrane	is a part of spleen,is a part of T cell		IDA		J:141392 	
MGI:104512	Tnfrsf4	tumor necrosis factor receptor superfamily, member 4	4		external side of plasma membrane	is a part of CD4-positive, alpha-beta T cell		IDA		J:118845 	
MGI:1101059	Tnfrsf9	tumor necrosis factor receptor superfamily, member 9	4		external side of plasma membrane	is a part of CD4-positive, alpha-beta T cell|is a part of CD8-positive, alpha-beta T cell	PR:P20334-1	IDA		J:139036 	
MGI:1101059	Tnfrsf9	tumor necrosis factor receptor superfamily, member 9	4		external side of plasma membrane	is a part of spleen,is a part of T cell	PR:P20334-1	IDA		J:141392 	
MGI:1314891	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	1		external side of plasma membrane			ISO	Q9Y6Q6 	J:164563 	
MGI:1889411	Tnfrsf13b	tumor necrosis factor receptor superfamily, member 13b	11		external side of plasma membrane	is a part of B cell		IDA		J:91914 	
MGI:1919299	Tnfrsf13c	tumor necrosis factor receptor superfamily, member 13c	15		external side of plasma membrane	is a part of T cell		IDA		J:91914 J:92334 	
MGI:2675303	Tnfrsf14	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	4		external side of plasma membrane	is a part of B cell		IDA		J:94873 	
MGI:894675	Tnfrsf18	tumor necrosis factor receptor superfamily, member 18	4		external side of plasma membrane	is a part of CD4-positive, alpha-beta T cell		IDA		J:112602 	
MGI:894675	Tnfrsf18	tumor necrosis factor receptor superfamily, member 18	4		external side of plasma membrane	is a part of T cell		IDA		J:116306 	
MGI:1930270	Tnfrsf22	tumor necrosis factor receptor superfamily, member 22	7		external side of plasma membrane			IDA		J:81898 	
MGI:1930269	Tnfrsf23	tumor necrosis factor receptor superfamily, member 23	7		anchored component of external side of plasma membrane			IDA		J:81898 	
MGI:1916833	Tnfsf13	tumor necrosis factor (ligand) superfamily, member 13	11		external side of plasma membrane			IDA		J:87680 	
MGI:4439726	Trbc1	T cell receptor beta, constant region 1	6		external side of plasma membrane			IBA	PTN001510949 	J:161428 	
MGI:4835227	Trbc2	T cell receptor beta, constant 2	6		external side of plasma membrane			IBA	PTN001510949 	J:161428 	
MGI:98612	Trdc	T cell receptor delta, constant region	14		external side of plasma membrane	is a part of intestine,is a part of T cell		IDA		J:36147 	
MGI:4887419	Trdv4	T cell receptor delta variable 4	14		external side of plasma membrane			IBA	PTN001510949 	J:161428 	
MGI:98821	Trf	transferrin	9		extrinsic component of external side of plasma membrane			ISO	P02787 	J:164563 	
MGI:2181435	Trpm8	transient receptor potential cation channel, subfamily M, member 8	1		external side of plasma membrane			IDA		J:117484 	
MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	11		external side of plasma membrane			ISO	RGD:628841 	J:155856 	
MGI:1925027	Ulbp1	UL16 binding protein 1	10		external side of plasma membrane	is a part of T cell		IDA		J:82077 	
MGI:1929785	Umodl1	uromodulin-like 1	17		external side of plasma membrane			IDA		J:101065 	
MGI:98926	Vcam1	vascular cell adhesion molecule 1	3		external side of plasma membrane			ISO	P19320 	J:164563 	
MGI:98936	Vpreb1	pre-B lymphocyte gene 1	16		external side of plasma membrane	is a part of femur		IDA		J:99189 	
MGI:1921298	Vsir	V-set immunoregulatory receptor	10		external side of plasma membrane	is a part of lymphatic system,is a part of naive thymus-derived CD4-positive, alpha-beta T cell|is a part of lymphatic system,is a part of CD4-positive, alpha-beta memory T cell		IDA		J:176836 	
MGI:1921298	Vsir	V-set immunoregulatory receptor	10		external side of plasma membrane	is a part of T cell|is a part of neutrophil|is a part of dendritic cell|is a part of F4/80-positive adipose macrophage		IDA		J:179154 	
MGI:1921298	Vsir	V-set immunoregulatory receptor	10		external side of plasma membrane	is a part of stem cell		IDA		J:193667 	
MGI:3039619	Vtcn1	V-set domain containing T cell activation inhibitor 1	3		external side of plasma membrane			IDA		J:136480 	
MGI:3039619	Vtcn1	V-set domain containing T cell activation inhibitor 1	3		external side of plasma membrane			ISO	Q7Z7D3 	J:164563 	
MGI:98941	Vwf	Von Willebrand factor	6		external side of plasma membrane	is a part of platelet		IDA		J:125139 	

